,index,FACS.selection,age,batch,cell,cell_ontology_class,cell_ontology_id,cellid,free_annotation,method,mouse.id,plate,sex,subtissue,tissue,well,n_genes,n_counts,louvain,cluster_names
2151,K1.B000971.3_39_F.1.1-1,nan,3m,1,K1.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1869,500566,4,4_B cell
2152,K1.B001750.3_38_F.1.1-1,nan,3m,1,K1.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1940,228297,2,2_B cell
2154,K1.MAA000779.3_11_M.1.1-1,nan,3m,1,K1.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,2038,475343,2,2_B cell
2155,K10.B001750.3_38_F.1.1-1,nan,3m,1,K10.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2376,747922,5,5_B cell
2156,K10.MAA000779.3_11_M.1.1-1,nan,3m,1,K10.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1117,360947,0,0_B cell
2157,K11.B000971.3_39_F.1.1-1,nan,3m,1,K11.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1497,193890,11,11_B cell
2158,K11.B001750.3_38_F.1.1-1,nan,3m,1,K11.B001750.3_38_F.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_38_F,nan,female,NA,Spleen,nan,2049,1194775,12,12_NK cell
2159,K11.MAA000559.3_8_M.1.1-1,nan,3m,1,K11.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1471,168011,0,0_B cell
2160,K11.MAA000776.3_10_M.1.1-1,nan,3m,1,K11.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,1714,304432,1,1_T cell
2161,K11.MAA000779.3_11_M.1.1-1,nan,3m,1,K11.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1249,382991,4,4_B cell
2162,K12.B000971.3_39_F.1.1-1,nan,3m,1,K12.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1672,648995,4,4_B cell
2163,K12.B001750.3_38_F.1.1-1,nan,3m,1,K12.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2242,915527,7,7_B cell
2164,K12.MAA000559.3_8_M.1.1-1,nan,3m,1,K12.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1265,203579,0,0_B cell
2165,K12.MAA000776.3_10_M.1.1-1,nan,3m,1,K12.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1617,278618,0,0_B cell
2166,K12.MAA000779.3_11_M.1.1-1,nan,3m,1,K12.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1525,452050,0,0_B cell
2167,K13.B000971.3_39_F.1.1-1,nan,3m,1,K13.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1832,514958,0,0_B cell
2168,K13.B001750.3_38_F.1.1-1,nan,3m,1,K13.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1620,451539,10,10_T cell
2169,K13.MAA000559.3_8_M.1.1-1,nan,3m,1,K13.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1799,205672,0,0_B cell
2170,K13.MAA000776.3_10_M.1.1-1,nan,3m,1,K13.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1793,359263,3,3_B cell
2171,K13.MAA000779.3_11_M.1.1-1,nan,3m,1,K13.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1213,340618,0,0_B cell
2172,K14.B000971.3_39_F.1.1-1,nan,3m,1,K14.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1900,652345,0,0_B cell
2173,K14.B001750.3_38_F.1.1-1,nan,3m,1,K14.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1979,483522,1,1_T cell
2174,K14.MAA000559.3_8_M.1.1-1,nan,3m,1,K14.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1673,267419,3,3_B cell
2175,K14.MAA000779.3_11_M.1.1-1,nan,3m,1,K14.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1307,156349,3,3_B cell
2176,K15.B000971.3_39_F.1.1-1,nan,3m,1,K15.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1864,852914,4,4_B cell
2177,K15.B001750.3_38_F.1.1-1,nan,3m,1,K15.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1958,792882,5,5_B cell
2179,K15.MAA000779.3_11_M.1.1-1,nan,3m,1,K15.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1449,260582,1,1_T cell
2180,K16.B000971.3_39_F.1.1-1,nan,3m,1,K16.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1715,808095,4,4_B cell
2181,K16.B001750.3_38_F.1.1-1,nan,3m,1,K16.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2830,861174,2,2_B cell
2182,K16.MAA000559.3_8_M.1.1-1,nan,3m,1,K16.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1414,162922,7,7_B cell
2183,K16.MAA000776.3_10_M.1.1-1,nan,3m,1,K16.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1460,176035,4,4_B cell
2184,K16.MAA000779.3_11_M.1.1-1,nan,3m,1,K16.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1652,309205,3,3_B cell
2185,K17.MAA000559.3_8_M.1.1-1,nan,3m,1,K17.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1240,169446,11,11_B cell
2186,K17.MAA000776.3_10_M.1.1-1,nan,3m,1,K17.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2692,535054,2,2_B cell
2187,K17.MAA000779.3_11_M.1.1-1,nan,3m,1,K17.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1406,310689,3,3_B cell
2188,K18.B000971.3_39_F.1.1-1,nan,3m,1,K18.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,2265,907936,0,0_B cell
2189,K18.B001750.3_38_F.1.1-1,nan,3m,1,K18.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,2280,1799653,10,10_T cell
2190,K18.MAA000559.3_8_M.1.1-1,nan,3m,1,K18.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1603,232564,0,0_B cell
2192,K18.MAA000779.3_11_M.1.1-1,nan,3m,1,K18.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,2349,347477,3,3_B cell
2193,K19.B001750.3_38_F.1.1-1,nan,3m,1,K19.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1733,682559,0,0_B cell
2194,K19.MAA000508.3_9_M.1.1-1,nan,3m,1,K19.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2180,228935,1,1_T cell
2195,K19.MAA000779.3_11_M.1.1-1,nan,3m,1,K19.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1256,306146,3,3_B cell
2196,K2.B000971.3_39_F.1.1-1,nan,3m,1,K2.B000971.3_39_F.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_39_F,nan,female,NA,Spleen,nan,2131,455990,12,12_NK cell
2197,K2.B001750.3_38_F.1.1-1,nan,3m,1,K2.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1999,166859,7,7_B cell
2198,K2.MAA000508.3_9_M.1.1-1,nan,3m,1,K2.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2076,486617,1,1_T cell
2199,K2.MAA000559.3_8_M.1.1-1,nan,3m,1,K2.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1602,237785,0,0_B cell
2200,K2.MAA000779.3_11_M.1.1-1,nan,3m,1,K2.MAA000779.3_11_M.1.1,NK cell,CL:0000623,nan,GZMK NKG7 Tyrobp NK cell,facs,3_11_M,nan,male,NA,Spleen,nan,1656,449090,12,12_NK cell
2201,K20.B001750.3_38_F.1.1-1,nan,3m,1,K20.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1744,568039,11,11_B cell
2202,K20.MAA000559.3_8_M.1.1-1,nan,3m,1,K20.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1493,244346,3,3_B cell
2203,K20.MAA000776.3_10_M.1.1-1,nan,3m,1,K20.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1675,335699,0,0_B cell
2204,K20.MAA000779.3_11_M.1.1-1,nan,3m,1,K20.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1503,280518,3,3_B cell
2205,K21.B000971.3_39_F.1.1-1,nan,3m,1,K21.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1646,634842,4,4_B cell
2206,K21.MAA000508.3_9_M.1.1-1,nan,3m,1,K21.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2460,271026,9,9_T cell
2207,K21.MAA000776.3_10_M.1.1-1,nan,3m,1,K21.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2624,730046,3,3_B cell
2208,K21.MAA000779.3_11_M.1.1-1,nan,3m,1,K21.MAA000779.3_11_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_11_M,nan,male,NA,Spleen,nan,1501,298360,1,1_T cell
2209,K22.B001750.3_38_F.1.1-1,nan,3m,1,K22.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1764,611026,0,0_B cell
2210,K22.MAA000508.3_9_M.1.1-1,nan,3m,1,K22.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1863,195286,3,3_B cell
2211,K22.MAA000559.3_8_M.1.1-1,nan,3m,1,K22.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1975,245849,9,9_T cell
2212,K22.MAA000779.3_11_M.1.1-1,nan,3m,1,K22.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1256,308388,3,3_B cell
2213,K3.B000971.3_39_F.1.1-1,nan,3m,1,K3.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1935,749576,2,2_B cell
2214,K3.B001750.3_38_F.1.1-1,nan,3m,1,K3.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,1715,396565,3,3_B cell
2215,K3.MAA000508.3_9_M.1.1-1,nan,3m,1,K3.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1896,359056,2,2_B cell
2216,K3.MAA000559.3_8_M.1.1-1,nan,3m,1,K3.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,2657,464148,0,0_B cell
2217,K3.MAA000779.3_11_M.1.1-1,nan,3m,1,K3.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1359,394733,5,5_B cell
2218,K4.B000971.3_39_F.1.1-1,nan,3m,1,K4.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,2371,1395959,9,9_T cell
2219,K4.B001750.3_38_F.1.1-1,nan,3m,1,K4.B001750.3_38_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_38_F,nan,female,NA,Spleen,nan,2494,742504,7,7_B cell
2220,K4.MAA000508.3_9_M.1.1-1,nan,3m,1,K4.MAA000508.3_9_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_9_M,nan,male,NA,Spleen,nan,1721,238362,4,4_B cell
2221,K4.MAA000559.3_8_M.1.1-1,nan,3m,1,K4.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,1840,282016,1,1_T cell
2222,K4.MAA000776.3_10_M.1.1-1,nan,3m,1,K4.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1896,316095,4,4_B cell
2223,K4.MAA000779.3_11_M.1.1-1,nan,3m,1,K4.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1171,247296,11,11_B cell
2224,K5.B000971.3_39_F.1.1-1,nan,3m,1,K5.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1981,627579,0,0_B cell
2225,K5.MAA000508.3_9_M.1.1-1,nan,3m,1,K5.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2294,292024,1,1_T cell
2226,K5.MAA000559.3_8_M.1.1-1,nan,3m,1,K5.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,2541,434057,9,9_T cell
2227,K5.MAA000776.3_10_M.1.1-1,nan,3m,1,K5.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,3675,909304,2,2_B cell
2228,K5.MAA000779.3_11_M.1.1-1,nan,3m,1,K5.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,2067,562618,3,3_B cell
2229,K6.B000971.3_39_F.1.1-1,nan,3m,1,K6.B000971.3_39_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_39_F,nan,female,NA,Spleen,nan,1959,610596,10,10_T cell
2230,K6.MAA000559.3_8_M.1.1-1,nan,3m,1,K6.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1144,112288,3,3_B cell
2231,K6.MAA000776.3_10_M.1.1-1,nan,3m,1,K6.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,2055,410592,5,5_B cell
2232,K6.MAA000779.3_11_M.1.1-1,nan,3m,1,K6.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1241,330671,0,0_B cell
2233,K7.B000971.3_39_F.1.1-1,nan,3m,1,K7.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1628,589581,0,0_B cell
2234,K7.B001750.3_38_F.1.1-1,nan,3m,1,K7.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1889,605562,1,1_T cell
2235,K7.MAA000508.3_9_M.1.1-1,nan,3m,1,K7.MAA000508.3_9_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_9_M,nan,male,NA,Spleen,nan,2091,292082,9,9_T cell
2236,K7.MAA000559.3_8_M.1.1-1,nan,3m,1,K7.MAA000559.3_8_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_8_M,nan,male,NA,Spleen,nan,1419,169177,0,0_B cell
2237,K7.MAA000776.3_10_M.1.1-1,nan,3m,1,K7.MAA000776.3_10_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_10_M,nan,male,NA,Spleen,nan,1405,222316,4,4_B cell
2238,K7.MAA000779.3_11_M.1.1-1,nan,3m,1,K7.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1545,341600,3,3_B cell
2239,K8.B000971.3_39_F.1.1-1,nan,3m,1,K8.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,1696,788388,0,0_B cell
2240,K8.B001750.3_38_F.1.1-1,nan,3m,1,K8.B001750.3_38_F.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_38_F,nan,female,NA,Spleen,nan,1897,848611,1,1_T cell
2241,K8.MAA000559.3_8_M.1.1-1,nan,3m,1,K8.MAA000559.3_8_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_8_M,nan,male,NA,Spleen,nan,3524,655914,1,1_T cell
2242,K8.MAA000776.3_10_M.1.1-1,nan,3m,1,K8.MAA000776.3_10_M.1.1,T cell,CL:0000084,nan,Cd3e T cell,facs,3_10_M,nan,male,NA,Spleen,nan,1687,222307,1,1_T cell
2243,K8.MAA000779.3_11_M.1.1-1,nan,3m,1,K8.MAA000779.3_11_M.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_11_M,nan,male,NA,Spleen,nan,1218,289109,0,0_B cell
2244,K9.B000971.3_39_F.1.1-1,nan,3m,1,K9.B000971.3_39_F.1.1,B cell,CL:0000236,nan,CD79a B cell,facs,3_39_F,nan,female,NA,Spleen,nan,3205,1246944,6,6_B cell
